ID,Tipo,Data,Responsável,Fornecedor,Quem Recebeu,Quem Cadastrou,Local,Material,Tipo Material,Qtd Pacotes,Unids. por Pacote,Qtd Total,Valor Unit.,Valor Total,Obs,Status,Motivo Exclusão,Data Exclusão
1775570022907,Entrada,2026-04-07 10:44,MURILLO,,MURILLO,,QUARTA PARADA,ROSAS BRANCAS,ORNAMENTAÇÃO,35,20,700,0,0,,ATIVO,,
1775570089225,Entrada,2026-04-07 10:53,MURILLO,COOPERFLORA,MURILLO,,QUARTA PARADA,ROSAS VERMELHAS,ORNAMENTAÇÃO,4,20,80,0,0,,ATIVO,,
1775570121889,Entrada,2026-04-07 10:54,MURILLO,COOPERFLORA,MURILLO,,QUARTA PARADA,ROSAS PINK,ORNAMENTAÇÃO,15,20,300,0,0,,ATIVO,,
1775570163353,Entrada,2026-04-07 10:55,MURILLO,,MURILLO,,QUARTA PARADA,LÍRIO BRANCO,ORNAMENTAÇÃO,0,0,24,0,0,,ATIVO,,
1775570227968,Entrada,2026-04-07 10:56,MURILLO,,MURILLO,,QUARTA PARADA,TANGO,ORNAMENTAÇÃO,15,9,135,0,0,,ATIVO,,
1775570259890,Entrada,2026-04-07 10:57,MURILLO,,MURILLO,,QUARTA PARADA,MARIANA,ORNAMENTAÇÃO,10,9,90,0,0,,ATIVO,,
1775570320903,Entrada,2026-04-07 10:57,MURILLO,COOPERFLORA,MURILLO,,QUARTA PARADA,GIPSOFILA,ORNAMENTAÇÃO,4,10,40,0,0,,ATIVO,,
1775570391383,Entrada,2026-04-07 10:58,MURILLO,COOPERFLORA,MURILLO,,QUARTA PARADA,LISIANTUS BRANCOS,ORNAMENTAÇÃO,0,0,3,0,0,,ATIVO,,
1775571816715,Entrada,2026-04-07 10:59,MURILLO,,MURILLO,,QUARTA PARADA,CRISANTREMOS BRANCOS,ORNAMENTAÇÃO,32,19,608,0,0,,ATIVO,,
1775576749623,Entrada,2026-04-07 11:23,MURILLO,PADILHA,MURILLO,,QUARTA PARADA,CRISANTREMOS BRANCOS,ORNAMENTAÇÃO,57,19,1083,0,0,,ATIVO,,
1775576859536,Entrada,2026-04-07 12:45,MURILLO,,MURILLO,,QUARTA PARADA,VASO DE CRISANTEMO BRANCO,VENDA LOJA,0,0,1,40,40,,ATIVO,,
1775576955744,Entrada,2026-04-07 12:47,MURILLO,,MURILLO,,QUARTA PARADA,CRISANTREMOS AMARELO,VENDA LOJA,0,0,2,40,80,,ATIVO,,
1775577029416,Entrada,2026-04-07 12:49,MURILLO,,MURILLO,,QUARTA PARADA,VASO DE CRISANTREMOS ROXO,VENDA LOJA,0,0,2,40,80,,ATIVO,,
1775577092151,Entrada,2026-04-07 12:50,MURILLO,,MURILLO,,QUARTA PARADA,VASO DE CRISANTEMO LARANJA,VENDA LOJA,0,0,1,40,40,,ATIVO,,
1775577171551,Entrada,2026-04-07 12:51,MURILLO,,MURILLO,,QUARTA PARADA,VASO DE CRISANTREMOS MISTO,VENDA LOJA,0,0,1,40,40,,ATIVO,,
1775577407471,Saída,2026-04-07 12:52,MURILLO,,MURILLO,,QUARTA PARADA,CRISANTREMOS AMARELO,VENDA LOJA,0,0,2,0,0,,ATIVO,,
1775577868184,Saída,2026-04-07 12:56,MURILLO,COOPERFLORA,MURILLO,,QUARTA PARADA,ROSAS BRANCAS,ORNAMENTAÇÃO,0,0,5,10,50,,ATIVO,,
1775583846856,Saída,2026-04-07 14:24,MURILLO,,,,QUARTA PARADA,TANGO,ORNAMENTAÇÃO,0,0,2,0,0,,ATIVO,,
1775583887350,Saída,2026-04-07 14:44,MURILLO,,,,QUARTA PARADA,CRISANTREMOS BRANCOS,ORNAMENTAÇÃO,15,19,285,0,0,,ATIVO,,
1775583916742,Saída,2026-04-07 14:44,MURILLO,,,,QUARTA PARADA,GIPSOFILA,ORNAMENTAÇÃO,0,0,1,0,0,,ATIVO,,
1775583978568,Saída,2026-04-07 14:45,MURILLO,,,,QUARTA PARADA,ROSAS VERMELHAS,ORNAMENTAÇÃO,0,0,15,0,0,,ATIVO,,
1775584836577,Saída,2026-04-07 14:46,MURILLO,,,,QUARTA PARADA,ROSAS BRANCAS,VENDA LOJA,0,0,6,10,60,,ATIVO,,
1775584937689,Entrada,2026-04-07 15:00,MURILLO,COOPERFLORA,MURILLO,,QUARTA PARADA,ROSA CHAMPANHE,VENDA LOJA,0,0,2,0,0,,ATIVO,,
1775585020432,Saída,2026-04-07 15:02,MURILLO,,,,QUARTA PARADA,ROSA CHAMPANHE,VENDA LOJA,0,0,2,10,20,,ATIVO,,
1775667568593,Saída,2026-04-08 15:03,MURILLO,,,,QUARTA PARADA,TANGO,ORNAMENTAÇÃO,14,9,126,0,0,,ATIVO,,
1775667623263,Entrada,2026-04-08 13:59,MURILLO,,,,QUARTA PARADA,TANGO,ORNAMENTAÇÃO,1,7,7,0,0,,ATIVO,,
1775667663232,Saída,2026-04-08 14:00,MURILLO,,,,QUARTA PARADA,TANGO,ORNAMENTAÇÃO,2,7,14,0,0,,ATIVO,,
1775667703569,Saída,2026-04-08 14:01,MURILLO,,,,QUARTA PARADA,ROSAS BRANCAS,ORNAMENTAÇÃO,0,0,33,0,0,,ATIVO,,
1775667753168,Saída,2026-04-08 14:01,MURILLO,,,,QUARTA PARADA,GIPSOFILA,ORNAMENTAÇÃO,0,0,1,0,0,,ATIVO,,
1775667787776,Entrada,2026-04-08 14:02,MURILLO,,,,QUARTA PARADA,ROSAS BRANCAS,ORNAMENTAÇÃO,0,0,90,0,0,,ATIVO,,
1775667823688,Saída,2026-04-08 14:03,MURILLO,,,,QUARTA PARADA,ROSAS BRANCAS,ORNAMENTAÇÃO,0,0,180,0,0,,ATIVO,,
1775667905857,Saída,2026-04-08 14:03,MURILLO,,,,QUARTA PARADA,ROSAS BRANCAS,ORNAMENTAÇÃO,0,0,100,0,0,,ATIVO,,
1775667967905,Saída,2026-04-08 14:05,MURILLO,,,,QUARTA PARADA,MARIANA,ORNAMENTAÇÃO,3,9,27,0,0,,ATIVO,,
1775667998947,Saída,2026-04-08 14:06,MURILLO,,,,QUARTA PARADA,MARIANA,ORNAMENTAÇÃO,4,9,36,0,0,,ATIVO,,
1775668053736,Saída,2026-04-08 14:06,MURILLO,,,,QUARTA PARADA,ROSAS BRANCAS,ORNAMENTAÇÃO,0,0,100,0,0,,ATIVO,,
1775668087753,Saída,2026-04-08 14:07,MURILLO,,,,QUARTA PARADA,GIPSOFILA,ORNAMENTAÇÃO,0,0,1,0,0,,ATIVO,,
1775668269225,Saída,2026-04-08 14:08,MURILLO,,,,QUARTA PARADA,ROSAS BRANCAS,ORNAMENTAÇÃO,0,0,90,0,0,,ATIVO,,
1775668323948,Saída,2026-04-08 14:11,MURILLO,,,,QUARTA PARADA,GIPSOFILA,ORNAMENTAÇÃO,0,0,1,0,0,,ATIVO,,
1775668380612,Saída,2026-04-08 14:12,MURILLO,,,,QUARTA PARADA,ROSAS VERMELHAS,ORNAMENTAÇÃO,0,0,10,0,0,,ATIVO,,
1775668538187,Saída,2026-04-08 14:13,MURILLO,,,,QUARTA PARADA,ROSAS VERMELHAS,ORNAMENTAÇÃO,0,0,22,0,0,,ATIVO,,
1775668614355,Saída,2026-04-08 14:15,MURILLO,,,,QUARTA PARADA,CRISANTREMOS BRANCOS,ORNAMENTAÇÃO,20,19,380,0,0,,ATIVO,,
1775668684506,Saída,2026-04-08 14:16,MURILLO,,,,QUARTA PARADA,VASO DE CRISANTEMO BRANCO,VENDA LOJA,0,0,1,0,0,,ATIVO,,
1775668762627,Saída,2026-04-08 14:18,MURILLO,,,,QUARTA PARADA,ROSAS VERMELHAS,VENDA LOJA,0,0,5,10,50,,ATIVO,,
1775668793538,Saída,2026-04-08 14:19,MURILLO,,,,QUARTA PARADA,ROSAS BRANCAS,VENDA LOJA,0,0,10,10,100,,ATIVO,,
1775668846409,Entrada,2026-04-08 14:19,MURILLO,COOPERFLORA,MURILLO,,QUARTA PARADA,ROSAS BRANCAS,ORNAMENTAÇÃO,40,20,800,0,0,,ATIVO,,
1775668895306,Entrada,2026-04-08 14:20,MURILLO,COOPERFLORA,MURILLO,,QUARTA PARADA,ROSA CHAMPANHE,ORNAMENTAÇÃO,15,20,300,0,0,,ATIVO,,
1775668930314,Entrada,2026-04-08 14:21,MURILLO,COOPERFLORA,MURILLO,,QUARTA PARADA,ROSAS VERMELHAS,ORNAMENTAÇÃO,20,20,400,0,0,,ATIVO,,
1775668986642,Entrada,2026-04-08 14:22,MURILLO,COOPERFLORA,MURILLO,,QUARTA PARADA,ROSA AMARELA,ORNAMENTAÇÃO,15,20,300,0,0,,ATIVO,,
1775669010674,Entrada,2026-04-08 14:23,MURILLO,COOPERFLORA,MURILLO,,QUARTA PARADA,ROSAS PINK,ORNAMENTAÇÃO,12,20,240,0,0,,ATIVO,,
1775669056553,Entrada,2026-04-08 14:23,MURILLO,COOPERFLORA,MURILLO,,QUARTA PARADA,LISIANTUS BRANCOS,ORNAMENTAÇÃO,6,36,216,0,0,,ATIVO,,
1775669122169,Entrada,2026-04-08 14:24,MURILLO,COOPERFLORA,MURILLO,,QUARTA PARADA,GIPSOFILA,ORNAMENTAÇÃO,0,0,32,0,0,,ATIVO,,
1775669243714,Saída,2026-04-08 14:25,MURILLO,,,,QUARTA PARADA,LISIANTUS BRANCOS,ORNAMENTAÇÃO,2,36,72,0,0,,ATIVO,,
1775669305171,Entrada,2026-04-08 14:27,MURILLO,COOPERFLORA,MURILLO,,QUARTA PARADA,GERBÉRA BRANCA,VENDA LOJA,1,12,12,0,0,,ATIVO,,
1775669338218,Entrada,2026-04-08 14:28,MURILLO,COOPERFLORA,MURILLO,,QUARTA PARADA,GERBÉRA ROSA,VENDA LOJA,1,12,12,0,0,,ATIVO,,
1775669390017,Saída,2026-04-08 14:28,MURILLO,,,,QUARTA PARADA,ROSAS VERMELHAS,ORNAMENTAÇÃO,0,0,1,10,10,,ATIVO,,
1775669414153,Saída,2026-04-08 14:29,MURILLO,,,,QUARTA PARADA,ROSAS BRANCAS,ORNAMENTAÇÃO,0,0,90,0,0,,ATIVO,,
1775669513234,Saída,2026-04-08 14:30,MURILLO,,,,QUARTA PARADA,GIPSOFILA,ORNAMENTAÇÃO,0,0,68,0,0,,ATIVO,,
1775669568283,Entrada,2026-04-08 14:31,MURILLO,COOPERFLORA,MURILLO,,QUARTA PARADA,GIPSOFILA,ORNAMENTAÇÃO,63,7,441,0,0,,ATIVO,,
1775669632699,Saída,2026-04-08 14:32,MURILLO,,,,QUARTA PARADA,MARIANA,ORNAMENTAÇÃO,3,9,27,0,0,,ATIVO,,
1775669712115,Saída,2026-04-08 14:33,MURILLO,,,,QUARTA PARADA,CRISANTREMOS BRANCOS,ORNAMENTAÇÃO,15,19,285,0,0,,ATIVO,,
1775669822786,Entrada,2026-04-08 14:35,MURILLO,,GABI,,QUARTA PARADA,ORQUÍDEA BRANCA,ORNAMENTAÇÃO,0,0,20,0,0,,ATIVO,,
1775731685094,Saída,2026-04-08 14:37,MURILLO,,,,QUARTA PARADA,CRISANTREMOS BRANCOS,ORNAMENTAÇÃO,16,19,304,0,0,,ATIVO,,
1775731751858,Saída,2026-04-09 07:48,MURILLO,,,,QUARTA PARADA,CRISANTREMOS BRANCOS,ORNAMENTAÇÃO,10,19,190,0,0,CLÍNICA TATUAPÉ,ATIVO,,
1775731888381,Saída,2026-04-09 07:49,MURILLO,,,,QUARTA PARADA,CRISANTREMOS BRANCOS,RETORNANDO FABRICA,13,19,247,0,0,VOLTANDO PARA FABRICA POIS ESTA SEM CONDIÇÕES DE USO PARA ORNAMENTAÇÃO,ATIVO,,
1775733456705,Entrada,2026-04-09 07:51,MURILLO,,,,QUARTA PARADA,TANGO,ORNAMENTAÇÃO,7,5,35,0,0,,ATIVO,,
1775733481169,Entrada,2026-04-09 08:17,MURILLO,,,,QUARTA PARADA,CRISANTREMOS BRANCOS,ORNAMENTAÇÃO,20,19,380,0,0,,ATIVO,,
1775736834694,Saída,2026-04-09 08:18,MURILLO,,,,QUARTA PARADA,ROSAS BRANCAS,VENDA LOJA,0,0,3,10,30,,ATIVO,,
1775736858157,Saída,2026-04-09 09:13,MURILLO,,,,QUARTA PARADA,ROSA CHAMPANHE,VENDA LOJA,0,0,3,10,30,,ATIVO,,
1775736884631,Saída,2026-04-09 09:14,MURILLO,,,,QUARTA PARADA,ROSA AMARELA,VENDA LOJA,0,0,3,10,30,,ATIVO,,
1775744670181,Saída,2026-04-09 09:14,MURILLO,,,,QUARTA PARADA,GERBÉRA ROSA,VENDA LOJA,1,12,12,0,0,,ATIVO,,
1775744690299,Saída,2026-04-09 11:24,MURILLO,,,,QUARTA PARADA,GERBÉRA BRANCA,VENDA LOJA,1,12,12,0,0,,ATIVO,,
1775748700101,Entrada,2026-04-09 11:24,MURILLO,,,,QUARTA PARADA,VASO DE CRISANTEMO AMARELO,VENDA LOJA,0,0,1,40,40,VASO DE CRISANTEMO AMARELO,ATIVO,,
1775748719245,Saída,2026-04-09 12:31,MURILLO,,,,QUARTA PARADA,VASO DE CRISANTEMO AMARELO,VENDA LOJA,0,0,1,40,40,,ATIVO,,
1775749139950,Entrada,2026-04-09 12:31,MURILLO,,,,QUARTA PARADA,VASO DE CRISANTEMO AMARELO,VENDA LOJA,0,0,1,40,40,,ATIVO,,
1775749160869,Saída,2026-04-09 12:38,MURILLO,,,,QUARTA PARADA,VASO DE CRISANTEMO AMARELO,VENDA LOJA,0,0,1,40,40,,ATIVO,,
1775755030076,Entrada,2026-04-09 12:39,MURILLO,,,,QUARTA PARADA,TANGO,ORNAMENTAÇÃO,10,7,70,0,0,,ATIVO,,
1775755081491,Entrada,2026-04-09 14:17,MURILLO,,,,QUARTA PARADA,MARIANA,ORNAMENTAÇÃO,0,0,20,"0,35",7,,ATIVO,,
1775755130124,Entrada,2026-04-09 14:18,MURILLO,,,,QUARTA PARADA,VASO DE CRISANTEMO BRANCO,VENDA LOJA,0,0,5,0,0,,ATIVO,,
1775755152484,Entrada,2026-04-09 14:18,MURILLO,,,,QUARTA PARADA,VASO DE CRISANTEMO LARANJA,VENDA LOJA,0,0,1,0,0,,ATIVO,,
1775755173260,Entrada,2026-04-09 14:19,MURILLO,,,,QUARTA PARADA,VASO DE CRISANTEMO AMARELO,VENDA LOJA,0,0,1,0,0,,ATIVO,,
1775755186052,Entrada,2026-04-09 14:19,MURILLO,,,,QUARTA PARADA,VASO DE CRISANTREMOS ROXO,VENDA LOJA,0,0,1,0,0,,ATIVO,,
1775755345861,Saída,2026-04-09 14:19,MURILLO,,,,QUARTA PARADA,ROSAS BRANCAS,ORNAMENTAÇÃO,18,20,360,0,0,,ATIVO,,
1775755502917,Saída,2026-04-09 14:22,MURILLO,,,,QUARTA PARADA,ROSA AMARELA,ORNAMENTAÇÃO,3,20,60,0,0,,ATIVO,,
1775755602982,Saída,2026-04-09 14:25,MURILLO,,,,QUARTA PARADA,ROSAS VERMELHAS,ORNAMENTAÇÃO,4,20,80,0,0,,ATIVO,,
1775755702253,Entrada,2026-04-09 14:26,MURILLO,,,,QUARTA PARADA,ROSA CHAMPANHE,VENDA LOJA,4,20,80,0,0,,ATIVO,,
1775756183366,Saída,2026-04-09 14:28,MURILLO,,,,QUARTA PARADA,TANGO,ORNAMENTAÇÃO,2,7,14,0,0,,ATIVO,,
1775819661860,Saída,2026-04-09 14:36,MURILLO,,,,QUARTA PARADA,ORQUÍDEA BRANCA,ORNAMENTAÇÃO,0,0,20,0,0,FOI PARA FABRICA,ATIVO,,
1775819832333,Saída,2026-04-10 08:14,MURILLO,,,,QUARTA PARADA,ROSAS BRANCAS,ORNAMENTAÇÃO,23,20,460,0,0,SAIU ONTEM ANOITE,ATIVO,,
1775819923945,Entrada,2026-04-10 08:17,MURILLO,,,,QUARTA PARADA,ROSA CHAMPANHE,VENDA LOJA,1,20,20,0,0,,ATIVO,,
1775819967585,Saída,2026-04-10 08:18,MURILLO,,,,QUARTA PARADA,ROSA AMARELA,ORNAMENTAÇÃO,3,20,60,0,0,,ATIVO,,
1775820014066,Saída,2026-04-10 08:19,MURILLO,,,,QUARTA PARADA,ROSAS VERMELHAS,ORNAMENTAÇÃO,4,20,80,0,0,,ATIVO,,
1775820047059,Saída,2026-04-10 08:20,MURILLO,,,,QUARTA PARADA,ROSAS PINK,ORNAMENTAÇÃO,4,20,80,0,0,,ATIVO,,
1775820150672,Saída,2026-04-10 08:20,MURILLO,,,,QUARTA PARADA,GIPSOFILA,ORNAMENTAÇÃO,7,8,56,0,0,,ATIVO,,
1775820184270,Entrada,2026-04-10 08:22,MURILLO,,,,QUARTA PARADA,GIPSOFILA,ORNAMENTAÇÃO,1,7,7,0,0,,ATIVO,,
1775820239279,Entrada,2026-04-10 08:23,MURILLO,,,,QUARTA PARADA,TANGO,ORNAMENTAÇÃO,30,6,180,0,0,,ATIVO,,
1775820286223,Saída,2026-04-10 08:23,MURILLO,,,,QUARTA PARADA,TANGO,ORNAMENTAÇÃO,2,5,10,0,0,,ATIVO,,
1775820340906,Saída,2026-04-10 08:24,MURILLO,,,,QUARTA PARADA,MARIANA,ORNAMENTAÇÃO,0,0,20,0,0,,ATIVO,,
1775820372649,Entrada,2026-04-10 08:25,MURILLO,,,,QUARTA PARADA,MARIANA,ORNAMENTAÇÃO,20,5,100,0,0,,ATIVO,,
1775820409829,Saída,2026-04-10 08:26,MURILLO,,,,QUARTA PARADA,LÍRIO BRANCO,ORNAMENTAÇÃO,0,0,1,0,0,,ATIVO,,
1775820426698,Saída,2026-04-10 08:26,MURILLO,,,,QUARTA PARADA,LÍRIO BRANCO,ORNAMENTAÇÃO,0,0,2,0,0,,ATIVO,,
1775820462086,Entrada,2026-04-10 08:27,MURILLO,,,,QUARTA PARADA,LÍRIO BRANCO,ORNAMENTAÇÃO,0,0,2,0,0,,ATIVO,,
1775820681798,Entrada,2026-04-10 08:27,MURILLO,,,,QUARTA PARADA,VASO DE CRISANTEMO BRANCO,VENDA LOJA,0,0,28,0,0,,ATIVO,,
1775820729975,Saída,2026-04-10 08:31,MURILLO,,,,QUARTA PARADA,VASO DE CRISANTEMO BRANCO,VENDA LOJA,0,0,4,0,0,,ATIVO,,
1775820767959,Entrada,2026-04-10 08:32,MURILLO,,,,QUARTA PARADA,VASO DE CRISANTEMO LARANJA,VENDA LOJA,0,0,2,0,0,,ATIVO,,
1775820802608,Entrada,2026-04-10 08:32,MURILLO,,,,QUARTA PARADA,VASO DE CRISANTEMO AMARELO,VENDA LOJA,0,0,1,0,0,,ATIVO,,
1775820860402,Entrada,2026-04-10 08:33,MURILLO,,,,QUARTA PARADA,VASO DE CRISANTREMOS ROXO,VENDA LOJA,0,0,3,0,0,,ATIVO,,
1775820924771,Entrada,2026-04-10 08:34,MURILLO,,,,QUARTA PARADA,VASO DE CRISANTEMO VERMELHO,VENDA LOJA,0,0,2,0,0,,ATIVO,,
1775820969244,Entrada,2026-04-10 08:35,MURILLO,,,,QUARTA PARADA,CRISANTREMOS BRANCOS,ORNAMENTAÇÃO,5,19,95,0,0,,ATIVO,,
1775830319213,Saída,2026-04-10 08:36,MURILLO,,,,QUARTA PARADA,ROSAS BRANCAS,ORNAMENTAÇÃO,4,20,80,0,0,,ATIVO,,
1775833672667,Saída,2026-04-10 11:11,MURILLO,,,,QUARTA PARADA,ROSA CHAMPANHE,VENDA LOJA,1,20,20,0,0,,ATIVO,,
1775908174025,Entrada,2026-04-10 12:07,MURILLO,,,,QUARTA PARADA,ROSAS BRANCAS,ORNAMENTAÇÃO,19,20,380,0,0,,ATIVO,,
1775908241074,Entrada,2026-04-11 08:49,MURILLO,,,,QUARTA PARADA,ROSA CHAMPANHE,VENDA LOJA,9,20,180,0,0,,ATIVO,,
1775908281353,Saída,2026-04-11 08:50,MURILLO,,,,QUARTA PARADA,ROSAS VERMELHAS,ORNAMENTAÇÃO,3,20,60,0,0,,ATIVO,,
1775908324840,Saída,2026-04-11 08:51,MURILLO,,,,QUARTA PARADA,ROSA AMARELA,ORNAMENTAÇÃO,7,20,140,0,0,,ATIVO,,
1775908350888,Entrada,2026-04-11 08:52,MURILLO,,,,QUARTA PARADA,ROSA AMARELA,ORNAMENTAÇÃO,6,20,120,0,0,,ATIVO,,
1775908401050,Saída,2026-04-11 08:52,MURILLO,,,,QUARTA PARADA,ROSAS PINK,ORNAMENTAÇÃO,3,20,60,0,0,,ATIVO,,
1775908492807,Saída,2026-04-11 08:53,MURILLO,,,,QUARTA PARADA,GIPSOFILA,ORNAMENTAÇÃO,15,5,75,0,0,,ATIVO,,
1775908516855,Saída,2026-04-11 08:54,MURILLO,,,,QUARTA PARADA,GIPSOFILA,ORNAMENTAÇÃO,4,5,20,0,0,,ATIVO,,
1775908542600,Saída,2026-04-11 08:55,MURILLO,,,,QUARTA PARADA,GIPSOFILA,ORNAMENTAÇÃO,1,5,5,0,0,,ATIVO,,
1775908577879,Saída,2026-04-11 08:55,MURILLO,,,,QUARTA PARADA,CRISANTREMOS BRANCOS,ORNAMENTAÇÃO,19,19,361,0,0,,ATIVO,,
1775908724591,Entrada,2026-04-11 08:56,MURILLO,,,,QUARTA PARADA,MARIANA,ORNAMENTAÇÃO,55,7,385,0,0,,ATIVO,,
1775908792239,Saída,2026-04-11 08:58,MURILLO,,,,QUARTA PARADA,MARIANA,ORNAMENTAÇÃO,14,7,98,0,0,,ATIVO,,
1775908826871,Entrada,2026-04-11 08:59,MURILLO,,,,QUARTA PARADA,MARIANA,ORNAMENTAÇÃO,12,7,84,0,0,,ATIVO,,
1775908873377,Saída,2026-04-11 09:00,MURILLO,,,,QUARTA PARADA,MARIANA,ORNAMENTAÇÃO,12,7,84,0,0,lancei errado,ATIVO,,
1775908895648,Entrada,2026-04-11 09:01,MURILLO,,,,QUARTA PARADA,TANGO,ORNAMENTAÇÃO,12,5,60,0,0,,ATIVO,,
1775908924352,Saída,2026-04-11 09:01,MURILLO,,,,QUARTA PARADA,TANGO,ORNAMENTAÇÃO,10,5,50,0,0,,ATIVO,,
1775908970008,Entrada,2026-04-11 09:02,MURILLO,,,,QUARTA PARADA,VASO DE CRISANTEMO BRANCO,VENDA LOJA,0,0,28,0,0,,ATIVO,,
1775909015057,Saída,2026-04-11 09:02,MURILLO,,,,QUARTA PARADA,VASO DE CRISANTEMO BRANCO,VENDA LOJA,0,0,29,0,0,,ATIVO,,
1775909120177,Saída,2026-04-11 09:03,MURILLO,,,,QUARTA PARADA,VASO DE CRISANTREMOS ROXO,VENDA LOJA,0,0,3,0,0,,ATIVO,,
1775911009722,Saída,2026-04-11 09:05,MURILLO,,,,QUARTA PARADA,MARIANA,ORNAMENTAÇÃO,1,7,7,0,0,,ATIVO,,
1775920959263,Saída,2026-04-11 09:36,MURILLO,,,,QUARTA PARADA,ROSAS BRANCAS,ORNAMENTAÇÃO,0,0,4,10,40,,ATIVO,,
1775920977991,Entrada,2026-04-11 12:22,MURILLO,,,,QUARTA PARADA,ROSAS BRANCAS,ORNAMENTAÇÃO,0,0,4,0,0,,ATIVO,,
1775924375140,Saída,2026-04-11 12:22,MURILLO,,,,QUARTA PARADA,VASO DE CRISANTEMO BRANCO,VENDA LOJA,0,0,2,40,80,,ATIVO,,
1775924459194,Saída,2026-04-11 13:19,MURILLO,,,,QUARTA PARADA,VASO DE CRISANTREMOS ROXO,VENDA LOJA,0,0,1,0,0,USEI PARA POR EM UMA COROA,ATIVO,,
1776180372962,Entrada,2026-04-11 13:20,MURILLO,COOPERFLORA,GABI,,QUARTA PARADA,ROSAS BRANCAS,ORNAMENTAÇÃO,49,20,980,0,0,,ATIVO,,
1776180416290,Saída,2026-04-14 12:26,MURILLO,,,,QUARTA PARADA,ROSA CHAMPANHE,VENDA LOJA,10,20,200,0,0,,ATIVO,,
1776180475145,Entrada,2026-04-14 12:26,MURILLO,COOPERFLORA,GABI,,QUARTA PARADA,ROSAS PINK,ORNAMENTAÇÃO,18,20,360,0,0,,ATIVO,,
1776180573268,Entrada,2026-04-14 12:27,MURILLO,COOPERFLORA,GABI,,QUARTA PARADA,ROSAS VERMELHAS,ORNAMENTAÇÃO,7,20,140,0,0,,ATIVO,,
1776180608619,Saída,2026-04-14 12:29,MURILLO,,,,QUARTA PARADA,ROSA AMARELA,ORNAMENTAÇÃO,6,20,120,0,0,,ATIVO,,
1776180681019,Saída,2026-04-14 12:30,MURILLO,,,,QUARTA PARADA,GIPSOFILA,ORNAMENTAÇÃO,12,5,60,0,0,,ATIVO,,
1776180748299,Saída,2026-04-14 12:31,MURILLO,,,,QUARTA PARADA,GIPSOFILA,ORNAMENTAÇÃO,4,5,20,0,0,,ATIVO,,
